Penas y medidas;Comunidades y ciudades autónomas;Periodo;Total
Asistencia a un centro de día;Extremadura;2015;""
Asistencia a un centro de día;Galicia;2023;""
Asistencia a un centro de día;Galicia;2022;""
Asistencia a un centro de día;Galicia;2021;""
Asistencia a un centro de día;Galicia;2020;""
Asistencia a un centro de día;Galicia;2019;0
Asistencia a un centro de día;Galicia;2018;0
Asistencia a un centro de día;Galicia;2017;""
Asistencia a un centro de día;Galicia;2016;0
Asistencia a un centro de día;Galicia;2015;""
Asistencia a un centro de día;Madrid, Comunidad de;2023;""
Asistencia a un centro de día;Madrid, Comunidad de;2022;""
Asistencia a un centro de día;Madrid, Comunidad de;2021;""
Asistencia a un centro de día;Madrid, Comunidad de;2020;""
Asistencia a un centro de día;Madrid, Comunidad de;2019;0
Asistencia a un centro de día;Madrid, Comunidad de;2018;0
Asistencia a un centro de día;Madrid, Comunidad de;2017;""
Asistencia a un centro de día;Madrid, Comunidad de;2016;0
Asistencia a un centro de día;Madrid, Comunidad de;2015;""
Asistencia a un centro de día;Murcia, Región de;2023;""
Asistencia a un centro de día;Murcia, Región de;2022;""
Asistencia a un centro de día;Murcia, Región de;2021;""
Asistencia a un centro de día;Murcia, Región de;2020;""
Asistencia a un centro de día;Murcia, Región de;2019;0
Asistencia a un centro de día;Murcia, Región de;2018;0
Asistencia a un centro de día;Murcia, Región de;2017;""
Asistencia a un centro de día;Murcia, Región de;2016;0
Asistencia a un centro de día;Murcia, Región de;2015;""
Asistencia a un centro de día;Navarra, Comunidad Foral de;2023;""
Asistencia a un centro de día;Navarra, Comunidad Foral de;2022;""
Asistencia a un centro de día;Navarra, Comunidad Foral de;2021;""
Asistencia a un centro de día;Navarra, Comunidad Foral de;2020;""
Asistencia a un centro de día;Navarra, Comunidad Foral de;2019;0
Asistencia a un centro de día;Navarra, Comunidad Foral de;2018;0
Asistencia a un centro de día;Navarra, Comunidad Foral de;2017;""
Asistencia a un centro de día;Navarra, Comunidad Foral de;2016;0
Asistencia a un centro de día;Navarra, Comunidad Foral de;2015;""
Asistencia a un centro de día;País Vasco;2023;""
Asistencia a un centro de día;País Vasco;2022;""
Asistencia a un centro de día;País Vasco;2021;""
Asistencia a un centro de día;País Vasco;2020;""
Asistencia a un centro de día;País Vasco;2019;0
Asistencia a un centro de día;País Vasco;2018;0
Asistencia a un centro de día;País Vasco;2017;""
Asistencia a un centro de día;País Vasco;2016;0
Asistencia a un centro de día;País Vasco;2015;""
Asistencia a un centro de día;Rioja, La;2023;""
Asistencia a un centro de día;Rioja, La;2022;""
Asistencia a un centro de día;Rioja, La;2021;""
Asistencia a un centro de día;Rioja, La;2020;""
Asistencia a un centro de día;Rioja, La;2019;0
Asistencia a un centro de día;Rioja, La;2018;0
Asistencia a un centro de día;Rioja, La;2017;""
Asistencia a un centro de día;Rioja, La;2016;0
Asistencia a un centro de día;Rioja, La;2015;""
Asistencia a un centro de día;Ceuta;2023;""
Asistencia a un centro de día;Ceuta;2022;""
Asistencia a un centro de día;Ceuta;2021;""
Asistencia a un centro de día;Ceuta;2020;""
Asistencia a un centro de día;Ceuta;2019;0
Asistencia a un centro de día;Ceuta;2018;0
Asistencia a un centro de día;Ceuta;2017;""
Asistencia a un centro de día;Ceuta;2016;0
Asistencia a un centro de día;Ceuta;2015;""
Asistencia a un centro de día;Melilla;2023;""
Asistencia a un centro de día;Melilla;2022;""
Asistencia a un centro de día;Melilla;2021;""
Asistencia a un centro de día;Melilla;2020;""
Asistencia a un centro de día;Melilla;2019;0
Asistencia a un centro de día;Melilla;2018;0
Asistencia a un centro de día;Melilla;2017;""
Asistencia a un centro de día;Melilla;2016;0
Asistencia a un centro de día;Melilla;2015;""
Amonestación;Total Nacional;2023;""
Amonestación;Total Nacional;2022;2
Amonestación;Total Nacional;2021;1
Amonestación;Total Nacional;2020;""
Amonestación;Total Nacional;2019;1
Amonestación;Total Nacional;2018;""
Amonestación;Total Nacional;2017;1
Amonestación;Total Nacional;2016;""
Amonestación;Total Nacional;2015;2
Amonestación;Andalucía;2023;""
Amonestación;Andalucía;2022;0
Amonestación;Andalucía;2021;0
Amonestación;Andalucía;2020;""
Amonestación;Andalucía;2019;0
Amonestación;Andalucía;2018;""
Amonestación;Andalucía;2017;0
Amonestación;Andalucía;2016;""
Amonestación;Andalucía;2015;0
Amonestación;Aragón;2023;""
Amonestación;Aragón;2022;2
Amonestación;Aragón;2021;0
Amonestación;Aragón;2020;""
Amonestación;Aragón;2019;0
Amonestación;Aragón;2018;""
Amonestación;Aragón;2017;0
Amonestación;Aragón;2016;""
Amonestación;Aragón;2015;0
Amonestación;Asturias, Principado de;2023;""
Amonestación;Asturias, Principado de;2022;0
Amonestación;Asturias, Principado de;2021;0
Amonestación;Asturias, Principado de;2020;""
Amonestación;Asturias, Principado de;2019;0
Amonestación;Asturias, Principado de;2018;""
Amonestación;Asturias, Principado de;2017;0
Amonestación;Asturias, Principado de;2016;""
Amonestación;Asturias, Principado de;2015;0
Amonestación;Balears, Illes;2023;""
Amonestación;Balears, Illes;2022;0
Amonestación;Balears, Illes;2021;0
Amonestación;Balears, Illes;2020;""
Amonestación;Balears, Illes;2019;0
Amonestación;Balears, Illes;2018;""
Amonestación;Balears, Illes;2017;0
Amonestación;Balears, Illes;2016;""
Amonestación;Balears, Illes;2015;0
Amonestación;Canarias;2023;""
Amonestación;Canarias;2022;0
Amonestación;Canarias;2021;0
Amonestación;Canarias;2020;""
Amonestación;Canarias;2019;0
Amonestación;Canarias;2018;""
Amonestación;Canarias;2017;0
Amonestación;Canarias;2016;""
Amonestación;Canarias;2015;0
Amonestación;Cantabria;2023;""
Amonestación;Cantabria;2022;0
Amonestación;Cantabria;2021;0
Amonestación;Cantabria;2020;""
Amonestación;Cantabria;2019;0
Amonestación;Cantabria;2018;""
Amonestación;Cantabria;2017;0
Amonestación;Cantabria;2016;""
Amonestación;Cantabria;2015;0
Amonestación;Castilla y León;2023;""
Amonestación;Castilla y León;2022;0
Amonestación;Castilla y León;2021;0
Amonestación;Castilla y León;2020;""
Amonestación;Castilla y León;2019;0
Amonestación;Castilla y León;2018;""
Amonestación;Castilla y León;2017;0
Amonestación;Castilla y León;2016;""
Amonestación;Castilla y León;2015;0
Amonestación;Castilla - La Mancha;2023;""
Amonestación;Castilla - La Mancha;2022;0
Amonestación;Castilla - La Mancha;2021;0
Amonestación;Castilla - La Mancha;2020;""
Amonestación;Castilla - La Mancha;2019;0
Amonestación;Castilla - La Mancha;2018;""
Amonestación;Castilla - La Mancha;2017;0
Amonestación;Castilla - La Mancha;2016;""
Amonestación;Castilla - La Mancha;2015;0
Amonestación;Cataluña;2023;""
Amonestación;Cataluña;2022;0
Amonestación;Cataluña;2021;0
Amonestación;Cataluña;2020;""
Amonestación;Cataluña;2019;0
Amonestación;Cataluña;2018;""
Amonestación;Cataluña;2017;0
Amonestación;Cataluña;2016;""
Amonestación;Cataluña;2015;0
Amonestación;Comunitat Valenciana;2023;""
Amonestación;Comunitat Valenciana;2022;0
Amonestación;Comunitat Valenciana;2021;0
Amonestación;Comunitat Valenciana;2020;""
Amonestación;Comunitat Valenciana;2019;1
Amonestación;Comunitat Valenciana;2018;""
Amonestación;Comunitat Valenciana;2017;0
Amonestación;Comunitat Valenciana;2016;""
Amonestación;Comunitat Valenciana;2015;2
Amonestación;Extremadura;2023;""
Amonestación;Extremadura;2022;0
Amonestación;Extremadura;2021;0
Amonestación;Extremadura;2020;""
Amonestación;Extremadura;2019;0
Amonestación;Extremadura;2018;""
Amonestación;Extremadura;2017;0
Amonestación;Extremadura;2016;""
Amonestación;Extremadura;2015;0
Amonestación;Galicia;2023;""
Amonestación;Galicia;2022;0
Amonestación;Galicia;2021;0
Amonestación;Galicia;2020;""
Amonestación;Galicia;2019;0
Amonestación;Galicia;2018;""
Amonestación;Galicia;2017;0
Amonestación;Galicia;2016;""
Amonestación;Galicia;2015;0
Amonestación;Madrid, Comunidad de;2023;""
Amonestación;Madrid, Comunidad de;2022;0
Amonestación;Madrid, Comunidad de;2021;0
Amonestación;Madrid, Comunidad de;2020;""
Amonestación;Madrid, Comunidad de;2019;0
Amonestación;Madrid, Comunidad de;2018;""
Amonestación;Madrid, Comunidad de;2017;0
Amonestación;Madrid, Comunidad de;2016;""
Amonestación;Madrid, Comunidad de;2015;0
Amonestación;Murcia, Región de;2023;""
Amonestación;Murcia, Región de;2022;0
Amonestación;Murcia, Región de;2021;1
Amonestación;Murcia, Región de;2020;""
Amonestación;Murcia, Región de;2019;0
Amonestación;Murcia, Región de;2018;""
Amonestación;Murcia, Región de;2017;0
Amonestación;Murcia, Región de;2016;""
Amonestación;Murcia, Región de;2015;0
Amonestación;Navarra, Comunidad Foral de;2023;""
Amonestación;Navarra, Comunidad Foral de;2022;0
Amonestación;Navarra, Comunidad Foral de;2021;0
Amonestación;Navarra, Comunidad Foral de;2020;""
Amonestación;Navarra, Comunidad Foral de;2019;0
Amonestación;Navarra, Comunidad Foral de;2018;""
Amonestación;Navarra, Comunidad Foral de;2017;0
Amonestación;Navarra, Comunidad Foral de;2016;""
Amonestación;Navarra, Comunidad Foral de;2015;0
Amonestación;País Vasco;2023;""
Amonestación;País Vasco;2022;0
Amonestación;País Vasco;2021;0
Amonestación;País Vasco;2020;""
Amonestación;País Vasco;2019;0
Amonestación;País Vasco;2018;""
Amonestación;País Vasco;2017;0
Amonestación;País Vasco;2016;""
Amonestación;País Vasco;2015;0
Amonestación;Rioja, La;2023;""
Amonestación;Rioja, La;2022;0
Amonestación;Rioja, La;2021;0
Amonestación;Rioja, La;2020;""
Amonestación;Rioja, La;2019;0
Amonestación;Rioja, La;2018;""
Amonestación;Rioja, La;2017;1
Amonestación;Rioja, La;2016;""
Amonestación;Rioja, La;2015;0
Amonestación;Ceuta;2023;""
Amonestación;Ceuta;2022;0
Amonestación;Ceuta;2021;0
Amonestación;Ceuta;2020;""
Amonestación;Ceuta;2019;0
Amonestación;Ceuta;2018;""
Amonestación;Ceuta;2017;0
Amonestación;Ceuta;2016;""
Amonestación;Ceuta;2015;0
Amonestación;Melilla;2023;""
Amonestación;Melilla;2022;0
Amonestación;Melilla;2021;0
Amonestación;Melilla;2020;""
Amonestación;Melilla;2019;0
Amonestación;Melilla;2018;""
Amonestación;Melilla;2017;0
Amonestación;Melilla;2016;""
Amonestación;Melilla;2015;0
Convivencia con otra persona,familia o grupo educativo (menores);Total Nacional;2023;""
Convivencia con otra persona,familia o grupo educativo (menores);Total Nacional;2022;1
Convivencia con otra persona,familia o grupo educativo (menores);Total Nacional;2021;""
Convivencia con otra persona,familia o grupo educativo (menores);Total Nacional;2020;2
Convivencia con otra persona,familia o grupo educativo (menores);Total Nacional;2019;2
Convivencia con otra persona,familia o grupo educativo (menores);Total Nacional;2018;""
Convivencia con otra persona,familia o grupo educativo (menores);Total Nacional;2017;1
Convivencia con otra persona,familia o grupo educativo (menores);Total Nacional;2016;3
Convivencia con otra persona,familia o grupo educativo (menores);Total Nacional;2015;""
Convivencia con otra persona,familia o grupo educativo (menores);Andalucía;2023;""
Convivencia con otra persona,familia o grupo educativo (menores);Andalucía;2022;0
Convivencia con otra persona,familia o grupo educativo (menores);Andalucía;2021;""
Convivencia con otra persona,familia o grupo educativo (menores);Andalucía;2020;0
Convivencia con otra persona,familia o grupo educativo (menores);Andalucía;2019;1
Convivencia con otra persona,familia o grupo educativo (menores);Andalucía;2018;""
Convivencia con otra persona,familia o grupo educativo (menores);Andalucía;2017;0
Convivencia con otra persona,familia o grupo educativo (menores);Andalucía;2016;2
Convivencia con otra persona,familia o grupo educativo (menores);Andalucía;2015;""
Convivencia con otra persona,familia o grupo educativo (menores);Aragón;2023;""
Convivencia con otra persona,familia o grupo educativo (menores);Aragón;2022;0
Convivencia con otra persona,familia o grupo educativo (menores);Aragón;2021;""
Convivencia con otra persona,familia o grupo educativo (menores);Aragón;2020;0
Convivencia con otra persona,familia o grupo educativo (menores);Aragón;2019;0
Convivencia con otra persona,familia o grupo educativo (menores);Aragón;2018;""
Convivencia con otra persona,familia o grupo educativo (menores);Aragón;2017;0
Convivencia con otra persona,familia o grupo educativo (menores);Aragón;2016;0
Convivencia con otra persona,familia o grupo educativo (menores);Aragón;2015;""
Convivencia con otra persona,familia o grupo educativo (menores);Asturias, Principado de;2023;""
Convivencia con otra persona,familia o grupo educativo (menores);Asturias, Principado de;2022;0
Convivencia con otra persona,familia o grupo educativo (menores);Asturias, Principado de;2021;""
Convivencia con otra persona,familia o grupo educativo (menores);Asturias, Principado de;2020;0
Convivencia con otra persona,familia o grupo educativo (menores);Asturias, Principado de;2019;0
Convivencia con otra persona,familia o grupo educativo (menores);Asturias, Principado de;2018;""
Convivencia con otra persona,familia o grupo educativo (menores);Asturias, Principado de;2017;0
Convivencia con otra persona,familia o grupo educativo (menores);Asturias, Principado de;2016;0
Convivencia con otra persona,familia o grupo educativo (menores);Asturias, Principado de;2015;""
Convivencia con otra persona,familia o grupo educativo (menores);Balears, Illes;2023;""
Convivencia con otra persona,familia o grupo educativo (menores);Balears, Illes;2022;0
Convivencia con otra persona,familia o grupo educativo (menores);Balears, Illes;2021;""
Convivencia con otra persona,familia o grupo educativo (menores);Balears, Illes;2020;0
Convivencia con otra persona,familia o grupo educativo (menores);Balears, Illes;2019;0
Convivencia con otra persona,familia o grupo educativo (menores);Balears, Illes;2018;""
Convivencia con otra persona,familia o grupo educativo (menores);Balears, Illes;2017;0
Convivencia con otra persona,familia o grupo educativo (menores);Balears, Illes;2016;0
Convivencia con otra persona,familia o grupo educativo (menores);Balears, Illes;2015;""
Convivencia con otra persona,familia o grupo educativo (menores);Canarias;2023;""
Convivencia con otra persona,familia o grupo educativo (menores);Canarias;2022;0
Convivencia con otra persona,familia o grupo educativo (menores);Canarias;2021;""
Convivencia con otra persona,familia o grupo educativo (menores);Canarias;2020;0
Convivencia con otra persona,familia o grupo educativo (menores);Canarias;2019;0
Convivencia con otra persona,familia o grupo educativo (menores);Canarias;2018;""
Convivencia con otra persona,familia o grupo educativo (menores);Canarias;2017;0
Convivencia con otra persona,familia o grupo educativo (menores);Canarias;2016;0
Convivencia con otra persona,familia o grupo educativo (menores);Canarias;2015;""
Convivencia con otra persona,familia o grupo educativo (menores);Cantabria;2023;""
Convivencia con otra persona,familia o grupo educativo (menores);Cantabria;2022;0
Convivencia con otra persona,familia o grupo educativo (menores);Cantabria;2021;""
Convivencia con otra persona,familia o grupo educativo (menores);Cantabria;2020;0
Convivencia con otra persona,familia o grupo educativo (menores);Cantabria;2019;1
Convivencia con otra persona,familia o grupo educativo (menores);Cantabria;2018;""
Convivencia con otra persona,familia o grupo educativo (menores);Cantabria;2017;0
Convivencia con otra persona,familia o grupo educativo (menores);Cantabria;2016;0
Convivencia con otra persona,familia o grupo educativo (menores);Cantabria;2015;""
Convivencia con otra persona,familia o grupo educativo (menores);Castilla y León;2023;""
Convivencia con otra persona,familia o grupo educativo (menores);Castilla y León;2022;1
Convivencia con otra persona,familia o grupo educativo (menores);Castilla y León;2021;""
Convivencia con otra persona,familia o grupo educativo (menores);Castilla y León;2020;0
Convivencia con otra persona,familia o grupo educativo (menores);Castilla y León;2019;0
Convivencia con otra persona,familia o grupo educativo (menores);Castilla y León;2018;""
